L_mm,df_frac,df_kHz,f_actual_kHz,spacing_error_um,contrast_mid_dB,p_sq_mid
5.0000,-0.020000,-15.0000,735.0000,20.4082,18.4811,0.12233498
5.0000,-0.019920,-14.9399,735.0601,20.3247,18.4811,0.12172350
5.0000,-0.019840,-14.8798,735.1202,20.2413,18.4811,0.12111438
5.0000,-0.019760,-14.8196,735.1804,20.1578,18.4811,0.12050765
5.0000,-0.019679,-14.7595,735.2405,20.0744,18.4811,0.11990329
5.0000,-0.019599,-14.6994,735.3006,19.9910,18.4811,0.11930131
5.0000,-0.019519,-14.6393,735.3607,19.9076,18.4811,0.11870170
5.0000,-0.019439,-14.5792,735.4208,19.8242,18.4811,0.11810448
5.0000,-0.019359,-14.5190,735.4810,19.7409,18.4811,0.11750964
5.0000,-0.019279,-14.4589,735.5411,19.6575,18.4811,0.11691718
5.0000,-0.019198,-14.3988,735.6012,19.5742,18.4811,0.11632711
5.0000,-0.019118,-14.3387,735.6613,19.4909,18.4811,0.11573941
5.0000,-0.019038,-14.2786,735.7214,19.4076,18.4811,0.11515411
5.0000,-0.018958,-14.2184,735.7816,19.3243,18.4811,0.11457118
5.0000,-0.018878,-14.1583,735.8417,19.2410,18.4811,0.11399065
5.0000,-0.018798,-14.0982,735.9018,19.1577,18.4811,0.11341250
5.0000,-0.018717,-14.0381,735.9619,19.0745,18.4811,0.11283674
5.0000,-0.018637,-13.9780,736.0220,18.9912,18.4811,0.11226337
5.0000,-0.018557,-13.9178,736.0822,18.9080,18.4811,0.11169239
5.0000,-0.018477,-13.8577,736.1423,18.8248,18.4811,0.11112380
5.0000,-0.018397,-13.7976,736.2024,18.7416,18.4811,0.11055760
5.0000,-0.018317,-13.7375,736.2625,18.6584,18.4811,0.10999380
5.0000,-0.018236,-13.6774,736.3226,18.5752,18.4811,0.10943239
5.0000,-0.018156,-13.6172,736.3828,18.4921,18.4811,0.10887337
5.0000,-0.018076,-13.5571,736.4429,18.4089,18.4811,0.10831675
5.0000,-0.017996,-13.4970,736.5030,18.3258,18.4811,0.10776253
5.0000,-0.017916,-13.4369,736.5631,18.2427,18.4811,0.10721070
5.0000,-0.017836,-13.3768,736.6232,18.1596,18.4811,0.10666127
5.0000,-0.017756,-13.3166,736.6834,18.0765,18.4811,0.10611425
5.0000,-0.017675,-13.2565,736.7435,17.9934,18.4811,0.10556962
5.0000,-0.017595,-13.1964,736.8036,17.9103,18.4811,0.10502739
5.0000,-0.017515,-13.1363,736.8637,17.8273,18.4811,0.10448756
5.0000,-0.017435,-13.0762,736.9238,17.7442,18.4811,0.10395014
5.0000,-0.017355,-13.0160,736.9840,17.6612,18.4811,0.10341512
5.0000,-0.017275,-12.9559,737.0441,17.5782,18.4811,0.10288250
5.0000,-0.017194,-12.8958,737.1042,17.4952,18.4811,0.10235229
5.0000,-0.017114,-12.8357,737.1643,17.4122,18.4811,0.10182449
5.0000,-0.017034,-12.7756,737.2244,17.3293,18.4811,0.10129909
5.0000,-0.016954,-12.7154,737.2846,17.2463,18.4811,0.10077610
5.0000,-0.016874,-12.6553,737.3447,17.1634,18.4811,0.10025552
5.0000,-0.016794,-12.5952,737.4048,17.0804,18.4811,0.09973734
5.0000,-0.016713,-12.5351,737.4649,16.9975,18.4811,0.09922158
5.0000,-0.016633,-12.4749,737.5251,16.9146,18.4811,0.09870823
5.0000,-0.016553,-12.4148,737.5852,16.8317,18.4811,0.09819729
5.0000,-0.016473,-12.3547,737.6453,16.7488,18.4811,0.09768876
5.0000,-0.016393,-12.2946,737.7054,16.6660,18.4811,0.09718265
5.0000,-0.016313,-12.2345,737.7655,16.5831,18.4811,0.09667895
5.0000,-0.016232,-12.1743,737.8257,16.5003,18.4811,0.09617766
5.0000,-0.016152,-12.1142,737.8858,16.4175,18.4811,0.09567879
5.0000,-0.016072,-12.0541,737.9459,16.3347,18.4811,0.09518234
5.0000,-0.015992,-11.9940,738.0060,16.2519,18.4811,0.09468830
5.0000,-0.015912,-11.9339,738.0661,16.1691,18.4811,0.09419668
5.0000,-0.015832,-11.8737,738.1263,16.0863,18.4811,0.09370749
5.0000,-0.015752,-11.8136,738.1864,16.0036,18.4811,0.09322071
5.0000,-0.015671,-11.7535,738.2465,15.9208,18.4811,0.09273635
5.0000,-0.015591,-11.6934,738.3066,15.8381,18.4811,0.09225441
5.0000,-0.015511,-11.6333,738.3667,15.7554,18.4811,0.09177489
5.0000,-0.015431,-11.5731,738.4269,15.6727,18.4811,0.09129780
5.0000,-0.015351,-11.5130,738.4870,15.5900,18.4811,0.09082313
5.0000,-0.015271,-11.4529,738.5471,15.5073,18.4811,0.09035089
5.0000,-0.015190,-11.3928,738.6072,15.4247,18.4811,0.08988107
5.0000,-0.015110,-11.3327,738.6673,15.3420,18.4811,0.08941367
5.0000,-0.015030,-11.2725,738.7275,15.2594,18.4811,0.08894871
5.0000,-0.014950,-11.2124,738.7876,15.1768,18.4811,0.08848616
5.0000,-0.014870,-11.1523,738.8477,15.0942,18.4811,0.08802605
5.0000,-0.014790,-11.0922,738.9078,15.0116,18.4811,0.08756837
5.0000,-0.014709,-11.0321,738.9679,14.9290,18.4811,0.08711311
5.0000,-0.014629,-10.9719,739.0281,14.8465,18.4811,0.08666029
5.0000,-0.014549,-10.9118,739.0882,14.7639,18.4811,0.08620989
5.0000,-0.014469,-10.8517,739.1483,14.6814,18.4811,0.08576193
5.0000,-0.014389,-10.7916,739.2084,14.5988,18.4811,0.08531640
5.0000,-0.014309,-10.7315,739.2685,14.5163,18.4811,0.08487331
5.0000,-0.014228,-10.6713,739.3287,14.4338,18.4811,0.08443264
5.0000,-0.014148,-10.6112,739.3888,14.3513,18.4811,0.08399441
5.0000,-0.014068,-10.5511,739.4489,14.2689,18.4811,0.08355862
5.0000,-0.013988,-10.4910,739.5090,14.1864,18.4811,0.08312526
5.0000,-0.013908,-10.4309,739.5691,14.1040,18.4811,0.08269434
5.0000,-0.013828,-10.3707,739.6293,14.0215,18.4811,0.08226585
5.0000,-0.013747,-10.3106,739.6894,13.9391,18.4811,0.08183981
5.0000,-0.013667,-10.2505,739.7495,13.8567,18.4811,0.08141620
5.0000,-0.013587,-10.1904,739.8096,13.7743,18.4811,0.08099503
5.0000,-0.013507,-10.1303,739.8697,13.6920,18.4811,0.08057630
5.0000,-0.013427,-10.0701,739.9299,13.6096,18.4811,0.08016001
5.0000,-0.013347,-10.0100,739.9900,13.5272,18.4811,0.07974616
5.0000,-0.013267,-9.9499,740.0501,13.4449,18.4811,0.07933476
5.0000,-0.013186,-9.8898,740.1102,13.3626,18.4811,0.07892579
5.0000,-0.013106,-9.8297,740.1703,13.2803,18.4811,0.07851927
5.0000,-0.013026,-9.7695,740.2305,13.1980,18.4811,0.07811520
5.0000,-0.012946,-9.7094,740.2906,13.1157,18.4811,0.07771356
5.0000,-0.012866,-9.6493,740.3507,13.0334,18.4811,0.07731438
5.0000,-0.012786,-9.5892,740.4108,12.9512,18.4811,0.07691763
5.0000,-0.012705,-9.5291,740.4709,12.8689,18.4811,0.07652334
5.0000,-0.012625,-9.4689,740.5311,12.7867,18.4811,0.07613149
5.0000,-0.012545,-9.4088,740.5912,12.7045,18.4811,0.07574209
5.0000,-0.012465,-9.3487,740.6513,12.6223,18.4811,0.07535514
5.0000,-0.012385,-9.2886,740.7114,12.5401,18.4811,0.07497063
5.0000,-0.012305,-9.2285,740.7715,12.4579,18.4811,0.07458858
5.0000,-0.012224,-9.1683,740.8317,12.3757,18.4811,0.07420897
5.0000,-0.012144,-9.1082,740.8918,12.2936,18.4811,0.07383182
5.0000,-0.012064,-9.0481,740.9519,12.2114,18.4811,0.07345712
5.0000,-0.011984,-8.9880,741.0120,12.1293,18.4810,0.07308486
5.0000,-0.011904,-8.9279,741.0721,12.0472,18.4810,0.07271507
5.0000,-0.011824,-8.8677,741.1323,11.9651,18.4810,0.07234772
5.0000,-0.011743,-8.8076,741.1924,11.8830,18.4810,0.07198283
5.0000,-0.011663,-8.7475,741.2525,11.8010,18.4810,0.07162039
5.0000,-0.011583,-8.6874,741.3126,11.7189,18.4810,0.07126040
5.0000,-0.011503,-8.6273,741.3727,11.6369,18.4810,0.07090288
5.0000,-0.011423,-8.5671,741.4329,11.5548,18.4810,0.07054780
5.0000,-0.011343,-8.5070,741.4930,11.4728,18.4810,0.07019519
5.0000,-0.011263,-8.4469,741.5531,11.3908,18.4810,0.06984503
5.0000,-0.011182,-8.3868,741.6132,11.3088,18.4810,0.06949733
5.0000,-0.011102,-8.3267,741.6733,11.2268,18.4810,0.06915208
5.0000,-0.011022,-8.2665,741.7335,11.1449,18.4810,0.06880930
5.0000,-0.010942,-8.2064,741.7936,11.0629,18.4810,0.06846897
5.0000,-0.010862,-8.1463,741.8537,10.9810,18.4810,0.06813110
5.0000,-0.010782,-8.0862,741.9138,10.8991,18.4810,0.06779570
5.0000,-0.010701,-8.0261,741.9739,10.8172,18.4810,0.06746275
5.0000,-0.010621,-7.9659,742.0341,10.7353,18.4810,0.06713227
5.0000,-0.010541,-7.9058,742.0942,10.6534,18.4810,0.06680425
5.0000,-0.010461,-7.8457,742.1543,10.5715,18.4810,0.06647869
5.0000,-0.010381,-7.7856,742.2144,10.4897,18.4810,0.06615559
5.0000,-0.010301,-7.7255,742.2745,10.4078,18.4810,0.06583496
5.0000,-0.010220,-7.6653,742.3347,10.3260,18.4810,0.06551679
5.0000,-0.010140,-7.6052,742.3948,10.2442,18.4810,0.06520108
5.0000,-0.010060,-7.5451,742.4549,10.1624,18.4810,0.06488784
5.0000,-0.009980,-7.4850,742.5150,10.0806,18.4810,0.06457706
5.0000,-0.009900,-7.4248,742.5752,9.9988,18.4810,0.06426875
5.0000,-0.009820,-7.3647,742.6353,9.9170,18.4810,0.06396291
5.0000,-0.009739,-7.3046,742.6954,9.8353,18.4810,0.06365953
5.0000,-0.009659,-7.2445,742.7555,9.7535,18.4810,0.06335863
5.0000,-0.009579,-7.1844,742.8156,9.6718,18.4810,0.06306018
5.0000,-0.009499,-7.1242,742.8758,9.5901,18.4810,0.06276421
5.0000,-0.009419,-7.0641,742.9359,9.5084,18.4810,0.06247071
5.0000,-0.009339,-7.0040,742.9960,9.4267,18.4810,0.06217967
5.0000,-0.009259,-6.9439,743.0561,9.3450,18.4810,0.06189111
5.0000,-0.009178,-6.8838,743.1162,9.2634,18.4810,0.06160501
5.0000,-0.009098,-6.8236,743.1764,9.1817,18.4810,0.06132139
5.0000,-0.009018,-6.7635,743.2365,9.1001,18.4810,0.06104023
5.0000,-0.008938,-6.7034,743.2966,9.0185,18.4810,0.06076155
5.0000,-0.008858,-6.6433,743.3567,8.9369,18.4810,0.06048534
5.0000,-0.008778,-6.5832,743.4168,8.8553,18.4810,0.06021160
5.0000,-0.008697,-6.5230,743.4770,8.7737,18.4810,0.05994034
5.0000,-0.008617,-6.4629,743.5371,8.6921,18.4810,0.05967154
5.0000,-0.008537,-6.4028,743.5972,8.6106,18.4810,0.05940522
5.0000,-0.008457,-6.3427,743.6573,8.5290,18.4810,0.05914138
5.0000,-0.008377,-6.2826,743.7174,8.4475,18.4810,0.05888001
5.0000,-0.008297,-6.2224,743.7776,8.3660,18.4810,0.05862112
5.0000,-0.008216,-6.1623,743.8377,8.2845,18.4810,0.05836470
5.0000,-0.008136,-6.1022,743.8978,8.2030,18.4810,0.05811075
5.0000,-0.008056,-6.0421,743.9579,8.1215,18.4810,0.05785928
5.0000,-0.007976,-5.9820,744.0180,8.0401,18.4810,0.05761029
5.0000,-0.007896,-5.9218,744.0782,7.9586,18.4810,0.05736378
5.0000,-0.007816,-5.8617,744.1383,7.8772,18.4810,0.05711974
5.0000,-0.007735,-5.8016,744.1984,7.7958,18.4810,0.05687818
5.0000,-0.007655,-5.7415,744.2585,7.7144,18.4810,0.05663910
5.0000,-0.007575,-5.6814,744.3186,7.6330,18.4810,0.05640250
5.0000,-0.007495,-5.6212,744.3788,7.5516,18.4810,0.05616837
5.0000,-0.007415,-5.5611,744.4389,7.4702,18.4810,0.05593673
5.0000,-0.007335,-5.5010,744.4990,7.3889,18.4810,0.05570756
5.0000,-0.007255,-5.4409,744.5591,7.3075,18.4810,0.05548087
5.0000,-0.007174,-5.3808,744.6192,7.2262,18.4810,0.05525667
5.0000,-0.007094,-5.3206,744.6794,7.1449,18.4810,0.05503494
5.0000,-0.007014,-5.2605,744.7395,7.0636,18.4810,0.05481570
5.0000,-0.006934,-5.2004,744.7996,6.9823,18.4810,0.05459894
5.0000,-0.006854,-5.1403,744.8597,6.9010,18.4810,0.05438466
5.0000,-0.006774,-5.0802,744.9198,6.8197,18.4810,0.05417286
5.0000,-0.006693,-5.0200,744.9800,6.7385,18.4810,0.05396354
5.0000,-0.006613,-4.9599,745.0401,6.6573,18.4810,0.05375671
5.0000,-0.006533,-4.8998,745.1002,6.5760,18.4810,0.05355236
5.0000,-0.006453,-4.8397,745.1603,6.4948,18.4810,0.05335049
5.0000,-0.006373,-4.7796,745.2204,6.4136,18.4810,0.05315111
5.0000,-0.006293,-4.7194,745.2806,6.3324,18.4810,0.05295421
5.0000,-0.006212,-4.6593,745.3407,6.2513,18.4810,0.05275979
5.0000,-0.006132,-4.5992,745.4008,6.1701,18.4810,0.05256786
5.0000,-0.006052,-4.5391,745.4609,6.0890,18.4810,0.05237841
5.0000,-0.005972,-4.4790,745.5210,6.0078,18.4810,0.05219145
5.0000,-0.005892,-4.4188,745.5812,5.9267,18.4810,0.05200698
5.0000,-0.005812,-4.3587,745.6413,5.8456,18.4810,0.05182499
5.0000,-0.005731,-4.2986,745.7014,5.7645,18.4810,0.05164549
5.0000,-0.005651,-4.2385,745.7615,5.6834,18.4810,0.05146847
5.0000,-0.005571,-4.1784,745.8216,5.6024,18.4810,0.05129394
5.0000,-0.005491,-4.1182,745.8818,5.5213,18.4810,0.05112189
5.0000,-0.005411,-4.0581,745.9419,5.4403,18.4810,0.05095234
5.0000,-0.005331,-3.9980,746.0020,5.3592,18.4810,0.05078527
5.0000,-0.005251,-3.9379,746.0621,5.2782,18.4810,0.05062069
5.0000,-0.005170,-3.8778,746.1222,5.1972,18.4810,0.05045859
5.0000,-0.005090,-3.8176,746.1824,5.1162,18.4810,0.05029899
5.0000,-0.005010,-3.7575,746.2425,5.0352,18.4810,0.05014187
5.0000,-0.004930,-3.6974,746.3026,4.9543,18.4810,0.04998725
5.0000,-0.004850,-3.6373,746.3627,4.8733,18.4810,0.04983511
5.0000,-0.004770,-3.5772,746.4228,4.7924,18.4810,0.04968546
5.0000,-0.004689,-3.5170,746.4830,4.7115,18.4810,0.04953830
5.0000,-0.004609,-3.4569,746.5431,4.6306,18.4810,0.04939363
5.0000,-0.004529,-3.3968,746.6032,4.5497,18.4810,0.04925145
5.0000,-0.004449,-3.3367,746.6633,4.4688,18.4810,0.04911176
5.0000,-0.004369,-3.2766,746.7234,4.3879,18.4810,0.04897456
5.0000,-0.004289,-3.2164,746.7836,4.3070,18.4810,0.04883985
5.0000,-0.004208,-3.1563,746.8437,4.2262,18.4810,0.04870763
5.0000,-0.004128,-3.0962,746.9038,4.1454,18.4810,0.04857790
5.0000,-0.004048,-3.0361,746.9639,4.0645,18.4810,0.04845067
5.0000,-0.003968,-2.9760,747.0240,3.9837,18.4810,0.04832592
5.0000,-0.003888,-2.9158,747.0842,3.9029,18.4810,0.04820367
5.0000,-0.003808,-2.8557,747.1443,3.8222,18.4810,0.04808391
5.0000,-0.003727,-2.7956,747.2044,3.7414,18.4810,0.04796664
5.0000,-0.003647,-2.7355,747.2645,3.6606,18.4810,0.04785186
5.0000,-0.003567,-2.6754,747.3246,3.5799,18.4810,0.04773958
5.0000,-0.003487,-2.6152,747.3848,3.4992,18.4810,0.04762978
5.0000,-0.003407,-2.5551,747.4449,3.4185,18.4810,0.04752248
5.0000,-0.003327,-2.4950,747.5050,3.3378,18.4810,0.04741768
5.0000,-0.003246,-2.4349,747.5651,3.2571,18.4810,0.04731536
5.0000,-0.003166,-2.3747,747.6253,3.1764,18.4810,0.04721554
5.0000,-0.003086,-2.3146,747.6854,3.0957,18.4810,0.04711822
5.0000,-0.003006,-2.2545,747.7455,3.0151,18.4810,0.04702338
5.0000,-0.002926,-2.1944,747.8056,2.9344,18.4810,0.04693104
5.0000,-0.002846,-2.1343,747.8657,2.8538,18.4810,0.04684120
5.0000,-0.002766,-2.0741,747.9259,2.7732,18.4810,0.04675385
5.0000,-0.002685,-2.0140,747.9860,2.6926,18.4810,0.04666899
5.0000,-0.002605,-1.9539,748.0461,2.6120,18.4810,0.04658663
5.0000,-0.002525,-1.8938,748.1062,2.5314,18.4810,0.04650676
5.0000,-0.002445,-1.8337,748.1663,2.4509,18.4810,0.04642938
5.0000,-0.002365,-1.7735,748.2265,2.3703,18.4810,0.04635450
5.0000,-0.002285,-1.7134,748.2866,2.2898,18.4810,0.04628212
5.0000,-0.002204,-1.6533,748.3467,2.2093,18.4810,0.04621223
5.0000,-0.002124,-1.5932,748.4068,2.1288,18.4810,0.04614483
5.0000,-0.002044,-1.5331,748.4669,2.0483,18.4810,0.04607993
5.0000,-0.001964,-1.4729,748.5271,1.9678,18.4810,0.04601753
5.0000,-0.001884,-1.4128,748.5872,1.8873,18.4810,0.04595762
5.0000,-0.001804,-1.3527,748.6473,1.8069,18.4810,0.04590020
5.0000,-0.001723,-1.2926,748.7074,1.7264,18.4810,0.04584528
5.0000,-0.001643,-1.2325,748.7675,1.6460,18.4810,0.04579286
5.0000,-0.001563,-1.1723,748.8277,1.5656,18.4810,0.04574293
5.0000,-0.001483,-1.1122,748.8878,1.4852,18.4810,0.04569550
5.0000,-0.001403,-1.0521,748.9479,1.4048,18.4810,0.04565056
5.0000,-0.001323,-0.9920,749.0080,1.3244,18.4810,0.04560812
5.0000,-0.001242,-0.9319,749.0681,1.2440,18.4810,0.04556818
5.0000,-0.001162,-0.8717,749.1283,1.1637,18.4810,0.04553073
5.0000,-0.001082,-0.8116,749.1884,1.0833,18.4810,0.04549578
5.0000,-0.001002,-0.7515,749.2485,1.0030,18.4810,0.04546332
5.0000,-0.000922,-0.6914,749.3086,0.9227,18.4810,0.04543336
5.0000,-0.000842,-0.6313,749.3687,0.8424,18.4810,0.04540590
5.0000,-0.000762,-0.5711,749.4289,0.7621,18.4810,0.04538093
5.0000,-0.000681,-0.5110,749.4890,0.6818,18.4810,0.04535846
5.0000,-0.000601,-0.4509,749.5491,0.6016,18.4810,0.04533849
5.0000,-0.000521,-0.3908,749.6092,0.5213,18.4810,0.04532101
5.0000,-0.000441,-0.3307,749.6693,0.4411,18.4810,0.04530603
5.0000,-0.000361,-0.2705,749.7295,0.3609,18.4810,0.04529354
5.0000,-0.000281,-0.2104,749.7896,0.2806,18.4810,0.04528355
5.0000,-0.000200,-0.1503,749.8497,0.2004,18.4810,0.04527606
5.0000,-0.000120,-0.0902,749.9098,0.1203,18.4810,0.04527106
5.0000,-0.000040,-0.0301,749.9699,0.0401,18.4810,0.04526856
5.0000,0.000040,0.0301,750.0301,-0.0401,18.4810,0.04526856
5.0000,0.000120,0.0902,750.0902,-0.1202,18.4810,0.04527105
5.0000,0.000200,0.1503,750.1503,-0.2004,18.4810,0.04527604
5.0000,0.000281,0.2104,750.2104,-0.2805,18.4810,0.04528353
5.0000,0.000361,0.2705,750.2705,-0.3606,18.4810,0.04529351
5.0000,0.000441,0.3307,750.3307,-0.4407,18.4810,0.04530599
5.0000,0.000521,0.3908,750.3908,-0.5208,18.4810,0.04532097
5.0000,0.000601,0.4509,750.4509,-0.6008,18.4810,0.04533844
5.0000,0.000681,0.5110,750.5110,-0.6809,18.4810,0.04535841
5.0000,0.000762,0.5711,750.5711,-0.7609,18.4810,0.04538087
5.0000,0.000842,0.6313,750.6313,-0.8410,18.4810,0.04540583
5.0000,0.000922,0.6914,750.6914,-0.9210,18.4810,0.04543329
5.0000,0.001002,0.7515,750.7515,-1.0010,18.4810,0.04546324
5.0000,0.001082,0.8116,750.8116,-1.0810,18.4810,0.04549569
5.0000,0.001162,0.8717,750.8717,-1.1610,18.4810,0.04553064
5.0000,0.001242,0.9319,750.9319,-1.2409,18.4810,0.04556808
5.0000,0.001323,0.9920,750.9920,-1.3209,18.4810,0.04560802
5.0000,0.001403,1.0521,751.0521,-1.4008,18.4810,0.04565045
5.0000,0.001483,1.1122,751.1122,-1.4808,18.4810,0.04569538
5.0000,0.001563,1.1723,751.1723,-1.5607,18.4810,0.04574281
5.0000,0.001643,1.2325,751.2325,-1.6406,18.4810,0.04579273
5.0000,0.001723,1.2926,751.2926,-1.7205,18.4810,0.04584514
5.0000,0.001804,1.3527,751.3527,-1.8004,18.4810,0.04590006
5.0000,0.001884,1.4128,751.4128,-1.8802,18.4810,0.04595746
5.0000,0.001964,1.4729,751.4729,-1.9601,18.4810,0.04601737
5.0000,0.002044,1.5331,751.5331,-2.0399,18.4810,0.04607977
5.0000,0.002124,1.5932,751.5932,-2.1197,18.4810,0.04614466
5.0000,0.002204,1.6533,751.6533,-2.1996,18.4810,0.04621205
5.0000,0.002285,1.7134,751.7134,-2.2794,18.4810,0.04628193
5.0000,0.002365,1.7735,751.7735,-2.3592,18.4810,0.04635431
5.0000,0.002445,1.8337,751.8337,-2.4389,18.4810,0.04642918
5.0000,0.002525,1.8938,751.8938,-2.5187,18.4810,0.04650655
5.0000,0.002605,1.9539,751.9539,-2.5984,18.4810,0.04658642
5.0000,0.002685,2.0140,752.0140,-2.6782,18.4810,0.04666877
5.0000,0.002766,2.0741,752.0741,-2.7579,18.4810,0.04675362
5.0000,0.002846,2.1343,752.1343,-2.8376,18.4810,0.04684097
5.0000,0.002926,2.1944,752.1944,-2.9173,18.4810,0.04693081
5.0000,0.003006,2.2545,752.2545,-2.9970,18.4810,0.04702314
5.0000,0.003086,2.3146,752.3146,-3.0767,18.4810,0.04711797
5.0000,0.003166,2.3747,752.3747,-3.1563,18.4810,0.04721529
5.0000,0.003246,2.4349,752.4349,-3.2360,18.4810,0.04731510
5.0000,0.003327,2.4950,752.4950,-3.3156,18.4810,0.04741741
5.0000,0.003407,2.5551,752.5551,-3.3952,18.4810,0.04752221
5.0000,0.003487,2.6152,752.6152,-3.4749,18.4810,0.04762950
5.0000,0.003567,2.6754,752.6754,-3.5545,18.4810,0.04773929
5.0000,0.003647,2.7355,752.7355,-3.6340,18.4810,0.04785157
5.0000,0.003727,2.7956,752.7956,-3.7136,18.4810,0.04796634
5.0000,0.003808,2.8557,752.8557,-3.7932,18.4810,0.04808360
5.0000,0.003888,2.9158,752.9158,-3.8727,18.4810,0.04820336
5.0000,0.003968,2.9760,752.9760,-3.9523,18.4810,0.04832560
5.0000,0.004048,3.0361,753.0361,-4.0318,18.4810,0.04845034
5.0000,0.004128,3.0962,753.0962,-4.1113,18.4810,0.04857757
5.0000,0.004208,3.1563,753.1563,-4.1908,18.4810,0.04870729
5.0000,0.004289,3.2164,753.2164,-4.2703,18.4810,0.04883951
5.0000,0.004369,3.2766,753.2766,-4.3497,18.4810,0.04897421
5.0000,0.004449,3.3367,753.3367,-4.4292,18.4810,0.04911140
5.0000,0.004529,3.3968,753.3968,-4.5086,18.4810,0.04925109
5.0000,0.004609,3.4569,753.4569,-4.5881,18.4810,0.04939326
5.0000,0.004689,3.5170,753.5170,-4.6675,18.4810,0.04953793
5.0000,0.004770,3.5772,753.5772,-4.7469,18.4810,0.04968508
5.0000,0.004850,3.6373,753.6373,-4.8263,18.4810,0.04983472
5.0000,0.004930,3.6974,753.6974,-4.9057,18.4810,0.04998686
5.0000,0.005010,3.7575,753.7575,-4.9850,18.4810,0.05014148
5.0000,0.005090,3.8176,753.8176,-5.0644,18.4810,0.05029859
5.0000,0.005170,3.8778,753.8778,-5.1437,18.4810,0.05045819
5.0000,0.005251,3.9379,753.9379,-5.2231,18.4810,0.05062028
5.0000,0.005331,3.9980,753.9980,-5.3024,18.4810,0.05078485
5.0000,0.005411,4.0581,754.0581,-5.3817,18.4810,0.05095191
5.0000,0.005491,4.1182,754.1182,-5.4610,18.4810,0.05112147
5.0000,0.005571,4.1784,754.1784,-5.5403,18.4810,0.05129350
5.0000,0.005651,4.2385,754.2385,-5.6195,18.4810,0.05146803
5.0000,0.005731,4.2986,754.2986,-5.6988,18.4810,0.05164504
5.0000,0.005812,4.3587,754.3587,-5.7780,18.4810,0.05182454
5.0000,0.005892,4.4188,754.4188,-5.8573,18.4810,0.05200652
5.0000,0.005972,4.4790,754.4790,-5.9365,18.4810,0.05219099
5.0000,0.006052,4.5391,754.5391,-6.0157,18.4810,0.05237795
5.0000,0.006132,4.5992,754.5992,-6.0949,18.4810,0.05256739
5.0000,0.006212,4.6593,754.6593,-6.1741,18.4810,0.05275931
5.0000,0.006293,4.7194,754.7194,-6.2532,18.4810,0.05295372
5.0000,0.006373,4.7796,754.7796,-6.3324,18.4810,0.05315062
5.0000,0.006453,4.8397,754.8397,-6.4115,18.4810,0.05334999
5.0000,0.006533,4.8998,754.8998,-6.4907,18.4810,0.05355186
5.0000,0.006613,4.9599,754.9599,-6.5698,18.4810,0.05375620
5.0000,0.006693,5.0200,755.0200,-6.6489,18.4810,0.05396303
5.0000,0.006774,5.0802,755.0802,-6.7280,18.4810,0.05417234
5.0000,0.006854,5.1403,755.1403,-6.8071,18.4810,0.05438413
5.0000,0.006934,5.2004,755.2004,-6.8861,18.4810,0.05459841
5.0000,0.007014,5.2605,755.2605,-6.9652,18.4810,0.05481517
5.0000,0.007094,5.3206,755.3206,-7.0442,18.4810,0.05503441
5.0000,0.007174,5.3808,755.3808,-7.1232,18.4810,0.05525613
5.0000,0.007255,5.4409,755.4409,-7.2023,18.4810,0.05548033
5.0000,0.007335,5.5010,755.5010,-7.2813,18.4810,0.05570701
5.0000,0.007415,5.5611,755.5611,-7.3603,18.4810,0.05593617
5.0000,0.007495,5.6212,755.6212,-7.4392,18.4810,0.05616781
5.0000,0.007575,5.6814,755.6814,-7.5182,18.4810,0.05640193
5.0000,0.007655,5.7415,755.7415,-7.5972,18.4810,0.05663852
5.0000,0.007735,5.8016,755.8016,-7.6761,18.4810,0.05687760
5.0000,0.007816,5.8617,755.8617,-7.7550,18.4810,0.05711916
5.0000,0.007896,5.9218,755.9218,-7.8339,18.4809,0.05736319
5.0000,0.007976,5.9820,755.9820,-7.9128,18.4809,0.05760970
5.0000,0.008056,6.0421,756.0421,-7.9917,18.4809,0.05785868
5.0000,0.008136,6.1022,756.1022,-8.0706,18.4809,0.05811015
5.0000,0.008216,6.1623,756.1623,-8.1495,18.4809,0.05836409
5.0000,0.008297,6.2224,756.2224,-8.2283,18.4809,0.05862050
5.0000,0.008377,6.2826,756.2826,-8.3072,18.4809,0.05887939
5.0000,0.008457,6.3427,756.3427,-8.3860,18.4809,0.05914076
5.0000,0.008537,6.4028,756.4028,-8.4648,18.4809,0.05940460
5.0000,0.008617,6.4629,756.4629,-8.5436,18.4809,0.05967091
5.0000,0.008697,6.5230,756.5230,-8.6224,18.4809,0.05993970
5.0000,0.008778,6.5832,756.5832,-8.7012,18.4809,0.06021096
5.0000,0.008858,6.6433,756.6433,-8.7799,18.4809,0.06048469
5.0000,0.008938,6.7034,756.7034,-8.8587,18.4809,0.06076090
5.0000,0.009018,6.7635,756.7635,-8.9374,18.4809,0.06103958
5.0000,0.009098,6.8236,756.8236,-9.0162,18.4809,0.06132073
5.0000,0.009178,6.8838,756.8838,-9.0949,18.4809,0.06160435
5.0000,0.009259,6.9439,756.9439,-9.1736,18.4809,0.06189044
5.0000,0.009339,7.0040,757.0040,-9.2523,18.4809,0.06217900
5.0000,0.009419,7.0641,757.0641,-9.3310,18.4809,0.06247003
5.0000,0.009499,7.1242,757.1242,-9.4096,18.4809,0.06276353
5.0000,0.009579,7.1844,757.1844,-9.4883,18.4809,0.06305950
