L_mm,df_frac,df_kHz,f_actual_kHz,spacing_error_um,contrast_mid_dB,p_sq_mid
10.0000,-0.000762,-0.5711,749.4289,0.7621,18.4785,3.19443670
10.0000,-0.000681,-0.5110,749.4890,0.6818,18.4785,3.19452671
10.0000,-0.000601,-0.4509,749.5491,0.6016,18.4785,3.19460674
10.0000,-0.000521,-0.3908,749.6092,0.5213,18.4785,3.19467679
10.0000,-0.000441,-0.3307,749.6693,0.4411,18.4785,3.19473684
10.0000,-0.000361,-0.2705,749.7295,0.3609,18.4785,3.19478691
10.0000,-0.000281,-0.2104,749.7896,0.2806,18.4785,3.19482700
10.0000,-0.000200,-0.1503,749.8497,0.2004,18.4785,3.19485710
10.0000,-0.000120,-0.0902,749.9098,0.1203,18.4785,3.19487721
10.0000,-0.000040,-0.0301,749.9699,0.0401,18.4785,3.19488733
10.0000,0.000040,0.0301,750.0301,-0.0401,18.4785,3.19488746
10.0000,0.000120,0.0902,750.0902,-0.1202,18.4785,3.19487761
10.0000,0.000200,0.1503,750.1503,-0.2004,18.4785,3.19485777
10.0000,0.000281,0.2104,750.2104,-0.2805,18.4785,3.19482795
10.0000,0.000361,0.2705,750.2705,-0.3606,18.4785,3.19478813
10.0000,0.000441,0.3307,750.3307,-0.4407,18.4785,3.19473833
10.0000,0.000521,0.3908,750.3908,-0.5208,18.4785,3.19467855
10.0000,0.000601,0.4509,750.4509,-0.6008,18.4785,3.19460878
10.0000,0.000681,0.5110,750.5110,-0.6809,18.4785,3.19452902
10.0000,0.000762,0.5711,750.5711,-0.7609,18.4785,3.19443927
10.0000,0.000842,0.6313,750.6313,-0.8410,18.4785,3.19433955
10.0000,0.000922,0.6914,750.6914,-0.9210,18.4785,3.19422984
10.0000,0.001002,0.7515,750.7515,-1.0010,18.4785,3.19411014
10.0000,0.001082,0.8116,750.8116,-1.0810,18.4785,3.19398047
10.0000,0.001162,0.8717,750.8717,-1.1610,18.4785,3.19384081
10.0000,0.001242,0.9319,750.9319,-1.2409,18.4785,3.19369117
10.0000,0.001323,0.9920,750.9920,-1.3209,18.4784,3.19353155
10.0000,0.001403,1.0521,751.0521,-1.4008,18.4784,3.19336195
10.0000,0.001483,1.1122,751.1122,-1.4808,18.4784,3.19318238
10.0000,0.001563,1.1723,751.1723,-1.5607,18.4784,3.19299283
10.0000,0.001643,1.2325,751.2325,-1.6406,18.4784,3.19279330
10.0000,0.001723,1.2926,751.2926,-1.7205,18.4784,3.19258380
10.0000,0.001804,1.3527,751.3527,-1.8004,18.4784,3.19236432
10.0000,0.001884,1.4128,751.4128,-1.8802,18.4784,3.19213488
10.0000,0.001964,1.4729,751.4729,-1.9601,18.4784,3.19189547
10.0000,0.002044,1.5331,751.5331,-2.0399,18.4784,3.19164608
10.0000,0.002124,1.5932,751.5932,-2.1197,18.4784,3.19138673
10.0000,0.002204,1.6533,751.6533,-2.1996,18.4784,3.19111742
10.0000,0.002285,1.7134,751.7134,-2.2794,18.4784,3.19083814
10.0000,0.002365,1.7735,751.7735,-2.3592,18.4784,3.19054890
10.0000,0.002445,1.8337,751.8337,-2.4389,18.4784,3.19024970
10.0000,0.002525,1.8938,751.8938,-2.5187,18.4784,3.18994054
10.0000,0.002605,1.9539,751.9539,-2.5984,18.4784,3.18962143
10.0000,0.002685,2.0140,752.0140,-2.6782,18.4784,3.18929236
10.0000,0.002766,2.0741,752.0741,-2.7579,18.4784,3.18895334
10.0000,0.002846,2.1343,752.1343,-2.8376,18.4784,3.18860437
10.0000,0.002926,2.1944,752.1944,-2.9173,18.4784,3.18824545
10.0000,0.003006,2.2545,752.2545,-2.9970,18.4784,3.18787659
10.0000,0.003086,2.3146,752.3146,-3.0767,18.4784,3.18749779
10.0000,0.003166,2.3747,752.3747,-3.1563,18.4784,3.18710904
10.0000,0.003246,2.4349,752.4349,-3.2360,18.4784,3.18671036
10.0000,0.003327,2.4950,752.4950,-3.3156,18.4784,3.18630174
10.0000,0.003407,2.5551,752.5551,-3.3952,18.4784,3.18588319
10.0000,0.003487,2.6152,752.6152,-3.4749,18.4784,3.18545471
10.0000,0.003567,2.6754,752.6754,-3.5545,18.4784,3.18501630
10.0000,0.003647,2.7355,752.7355,-3.6340,18.4784,3.18456796
10.0000,0.003727,2.7956,752.7956,-3.7136,18.4784,3.18410971
10.0000,0.003808,2.8557,752.8557,-3.7932,18.4784,3.18364153
10.0000,0.003888,2.9158,752.9158,-3.8727,18.4784,3.18316344
10.0000,0.003968,2.9760,752.9760,-3.9523,18.4784,3.18267544
10.0000,0.004048,3.0361,753.0361,-4.0318,18.4784,3.18217752
10.0000,0.004128,3.0962,753.0962,-4.1113,18.4784,3.18166970
10.0000,0.004208,3.1563,753.1563,-4.1908,18.4784,3.18115198
10.0000,0.004289,3.2164,753.2164,-4.2703,18.4784,3.18062436
10.0000,0.004369,3.2766,753.2766,-4.3497,18.4784,3.18008683
10.0000,0.004449,3.3367,753.3367,-4.4292,18.4784,3.17953942
10.0000,0.004529,3.3968,753.3968,-4.5086,18.4784,3.17898211
10.0000,0.004609,3.4569,753.4569,-4.5881,18.4784,3.17841492
10.0000,0.004689,3.5170,753.5170,-4.6675,18.4784,3.17783785
10.0000,0.004770,3.5772,753.5772,-4.7469,18.4784,3.17725090
10.0000,0.004850,3.6373,753.6373,-4.8263,18.4784,3.17665407
10.0000,0.004930,3.6974,753.6974,-4.9057,18.4784,3.17604737
10.0000,0.005010,3.7575,753.7575,-4.9850,18.4784,3.17543080
10.0000,0.005090,3.8176,753.8176,-5.0644,18.4784,3.17480437
10.0000,0.005170,3.8778,753.8778,-5.1437,18.4784,3.17416807
10.0000,0.005251,3.9379,753.9379,-5.2231,18.4784,3.17352193
10.0000,0.005331,3.9980,753.9980,-5.3024,18.4784,3.17286593
10.0000,0.005411,4.0581,754.0581,-5.3817,18.4784,3.17220008
10.0000,0.005491,4.1182,754.1182,-5.4610,18.4784,3.17152439
10.0000,0.005571,4.1784,754.1784,-5.5403,18.4784,3.17083886
10.0000,0.005651,4.2385,754.2385,-5.6195,18.4784,3.17014349
10.0000,0.005731,4.2986,754.2986,-5.6988,18.4784,3.16943830
10.0000,0.005812,4.3587,754.3587,-5.7780,18.4784,3.16872327
10.0000,0.005892,4.4188,754.4188,-5.8573,18.4784,3.16799843
10.0000,0.005972,4.4790,754.4790,-5.9365,18.4784,3.16726377
10.0000,0.006052,4.5391,754.5391,-6.0157,18.4784,3.16651930
10.0000,0.006132,4.5992,754.5992,-6.0949,18.4784,3.16576502
10.0000,0.006212,4.6593,754.6593,-6.1741,18.4784,3.16500094
10.0000,0.006293,4.7194,754.7194,-6.2532,18.4784,3.16422706
10.0000,0.006373,4.7796,754.7796,-6.3324,18.4784,3.16344339
10.0000,0.006453,4.8397,754.8397,-6.4115,18.4784,3.16264993
10.0000,0.006533,4.8998,754.8998,-6.4907,18.4784,3.16184668
10.0000,0.006613,4.9599,754.9599,-6.5698,18.4784,3.16103366
10.0000,0.006693,5.0200,755.0200,-6.6489,18.4784,3.16021087
10.0000,0.006774,5.0802,755.0802,-6.7280,18.4784,3.15937830
10.0000,0.006854,5.1403,755.1403,-6.8071,18.4784,3.15853598
10.0000,0.006934,5.2004,755.2004,-6.8861,18.4784,3.15768390
10.0000,0.007014,5.2605,755.2605,-6.9652,18.4784,3.15682207
10.0000,0.007094,5.3206,755.3206,-7.0442,18.4784,3.15595049
10.0000,0.007174,5.3808,755.3808,-7.1232,18.4784,3.15506917
10.0000,0.007255,5.4409,755.4409,-7.2023,18.4784,3.15417812
10.0000,0.007335,5.5010,755.5010,-7.2813,18.4784,3.15327734
10.0000,0.007415,5.5611,755.5611,-7.3603,18.4784,3.15236683
10.0000,0.007495,5.6212,755.6212,-7.4392,18.4784,3.15144661
10.0000,0.007575,5.6814,755.6814,-7.5182,18.4784,3.15051667
10.0000,0.007655,5.7415,755.7415,-7.5972,18.4784,3.14957703
10.0000,0.007735,5.8016,755.8016,-7.6761,18.4784,3.14862769
10.0000,0.007816,5.8617,755.8617,-7.7550,18.4784,3.14766865
10.0000,0.007896,5.9218,755.9218,-7.8339,18.4784,3.14669993
10.0000,0.007976,5.9820,755.9820,-7.9128,18.4784,3.14572153
10.0000,0.008056,6.0421,756.0421,-7.9917,18.4784,3.14473345
10.0000,0.008136,6.1022,756.1022,-8.0706,18.4784,3.14373570
10.0000,0.008216,6.1623,756.1623,-8.1495,18.4784,3.14272828
10.0000,0.008297,6.2224,756.2224,-8.2283,18.4784,3.14171121
10.0000,0.008377,6.2826,756.2826,-8.3072,18.4784,3.14068449
10.0000,0.008457,6.3427,756.3427,-8.3860,18.4784,3.13964813
10.0000,0.008537,6.4028,756.4028,-8.4648,18.4784,3.13860213
10.0000,0.008617,6.4629,756.4629,-8.5436,18.4784,3.13754650
10.0000,0.008697,6.5230,756.5230,-8.6224,18.4784,3.13648125
10.0000,0.008778,6.5832,756.5832,-8.7012,18.4784,3.13540638
10.0000,0.008858,6.6433,756.6433,-8.7799,18.4784,3.13432189
10.0000,0.008938,6.7034,756.7034,-8.8587,18.4784,3.13322781
10.0000,0.009018,6.7635,756.7635,-8.9374,18.4784,3.13212413
10.0000,0.009098,6.8236,756.8236,-9.0162,18.4784,3.13101086
10.0000,0.009178,6.8838,756.8838,-9.0949,18.4784,3.12988801
10.0000,0.009259,6.9439,756.9439,-9.1736,18.4784,3.12875558
10.0000,0.009339,7.0040,757.0040,-9.2523,18.4784,3.12761358
10.0000,0.009419,7.0641,757.0641,-9.3310,18.4784,3.12646203
10.0000,0.009499,7.1242,757.1242,-9.4096,18.4784,3.12530092
10.0000,0.009579,7.1844,757.1844,-9.4883,18.4784,3.12413026
10.0000,0.009659,7.2445,757.2445,-9.5669,18.4784,3.12295007
10.0000,0.009739,7.3046,757.3046,-9.6455,18.4784,3.12176034
10.0000,0.009820,7.3647,757.3647,-9.7242,18.4784,3.12056109
10.0000,0.009900,7.4248,757.4248,-9.8028,18.4784,3.11935233
10.0000,0.009980,7.4850,757.4850,-9.8813,18.4784,3.11813405
10.0000,0.010060,7.5451,757.5451,-9.9599,18.4784,3.11690628
10.0000,0.010140,7.6052,757.6052,-10.0385,18.4784,3.11566901
10.0000,0.010220,7.6653,757.6653,-10.1170,18.4784,3.11442226
10.0000,0.010301,7.7255,757.7255,-10.1956,18.4784,3.11316603
10.0000,0.010381,7.7856,757.7856,-10.2741,18.4784,3.11190033
10.0000,0.010461,7.8457,757.8457,-10.3526,18.4784,3.11062517
10.0000,0.010541,7.9058,757.9058,-10.4311,18.4784,3.10934056
10.0000,0.010621,7.9659,757.9659,-10.5096,18.4784,3.10804650
10.0000,0.010701,8.0261,758.0261,-10.5881,18.4784,3.10674301
10.0000,0.010782,8.0862,758.0862,-10.6666,18.4784,3.10543009
10.0000,0.010862,8.1463,758.1463,-10.7450,18.4784,3.10410775
10.0000,0.010942,8.2064,758.2064,-10.8235,18.4784,3.10277599
10.0000,0.011022,8.2665,758.2665,-10.9019,18.4784,3.10143483
10.0000,0.011102,8.3267,758.3267,-10.9803,18.4783,3.10008428
10.0000,0.011182,8.3868,758.3868,-11.0587,18.4783,3.09872434
10.0000,0.011263,8.4469,758.4469,-11.1371,18.4783,3.09735503
10.0000,0.011343,8.5070,758.5070,-11.2155,18.4783,3.09597634
10.0000,0.011423,8.5671,758.5671,-11.2938,18.4783,3.09458830
10.0000,0.011503,8.6273,758.6273,-11.3722,18.4783,3.09319090
10.0000,0.011583,8.6874,758.6874,-11.4505,18.4783,3.09178417
10.0000,0.011663,8.7475,758.7475,-11.5289,18.4783,3.09036810
10.0000,0.011743,8.8076,758.8076,-11.6072,18.4783,3.08894270
10.0000,0.011824,8.8677,758.8677,-11.6855,18.4783,3.08750799
10.0000,0.011904,8.9279,758.9279,-11.7638,18.4783,3.08606397
10.0000,0.011984,8.9880,758.9880,-11.8421,18.4783,3.08461065
10.0000,0.012064,9.0481,759.0481,-11.9203,18.4783,3.08314805
10.0000,0.012144,9.1082,759.1082,-11.9986,18.4783,3.08167617
10.0000,0.012224,9.1683,759.1683,-12.0768,18.4783,3.08019502
10.0000,0.012305,9.2285,759.2285,-12.1550,18.4783,3.07870461
10.0000,0.012385,9.2886,759.2886,-12.2333,18.4783,3.07720494
10.0000,0.012465,9.3487,759.3487,-12.3115,18.4783,3.07569604
10.0000,0.012545,9.4088,759.4088,-12.3897,18.4783,3.07417791
10.0000,0.012625,9.4689,759.4689,-12.4678,18.4783,3.07265055
10.0000,0.012705,9.5291,759.5291,-12.5460,18.4783,3.07111398
10.0000,0.012786,9.5892,759.5892,-12.6242,18.4783,3.06956821
10.0000,0.012866,9.6493,759.6493,-12.7023,18.4783,3.06801325
10.0000,0.012946,9.7094,759.7094,-12.7804,18.4783,3.06644910
10.0000,0.013026,9.7695,759.7695,-12.8586,18.4783,3.06487578
10.0000,0.013106,9.8297,759.8297,-12.9367,18.4783,3.06329330
10.0000,0.013186,9.8898,759.8898,-13.0148,18.4783,3.06170166
10.0000,0.013267,9.9499,759.9499,-13.0928,18.4783,3.06010089
10.0000,0.013347,10.0100,760.0100,-13.1709,18.4783,3.05849097
10.0000,0.013427,10.0701,760.0701,-13.2490,18.4783,3.05687194
10.0000,0.013507,10.1303,760.1303,-13.3270,18.4783,3.05524380
10.0000,0.013587,10.1904,760.1904,-13.4050,18.4783,3.05360655
10.0000,0.013667,10.2505,760.2505,-13.4831,18.4783,3.05196021
10.0000,0.013747,10.3106,760.3106,-13.5611,18.4783,3.05030479
10.0000,0.013828,10.3707,760.3707,-13.6391,18.4783,3.04864030
10.0000,0.013908,10.4309,760.4309,-13.7170,18.4783,3.04696675
10.0000,0.013988,10.4910,760.4910,-13.7950,18.4783,3.04528416
10.0000,0.014068,10.5511,760.5511,-13.8730,18.4783,3.04359252
10.0000,0.014148,10.6112,760.6112,-13.9509,18.4783,3.04189185
10.0000,0.014228,10.6713,760.6713,-14.0288,18.4783,3.04018217
10.0000,0.014309,10.7315,760.7315,-14.1068,18.4783,3.03846348
10.0000,0.014389,10.7916,760.7916,-14.1847,18.4783,3.03673580
10.0000,0.014469,10.8517,760.8517,-14.2626,18.4783,3.03499913
10.0000,0.014549,10.9118,760.9118,-14.3405,18.4783,3.03325349
10.0000,0.014629,10.9719,760.9719,-14.4183,18.4783,3.03149888
10.0000,0.014709,11.0321,761.0321,-14.4962,18.4783,3.02973533
10.0000,0.014790,11.0922,761.0922,-14.5740,18.4783,3.02796283
10.0000,0.014870,11.1523,761.1523,-14.6519,18.4783,3.02618141
10.0000,0.014950,11.2124,761.2124,-14.7297,18.4783,3.02439107
10.0000,0.015030,11.2725,761.2725,-14.8075,18.4783,3.02259182
10.0000,0.015110,11.3327,761.3327,-14.8853,18.4783,3.02078368
10.0000,0.015190,11.3928,761.3928,-14.9631,18.4783,3.01896665
10.0000,0.015271,11.4529,761.4529,-15.0409,18.4783,3.01714075
10.0000,0.015351,11.5130,761.5130,-15.1186,18.4783,3.01530600
10.0000,0.015431,11.5731,761.5731,-15.1964,18.4783,3.01346239
10.0000,0.015511,11.6333,761.6333,-15.2741,18.4783,3.01160995
10.0000,0.015591,11.6934,761.6934,-15.3518,18.4783,3.00974868
10.0000,0.015671,11.7535,761.7535,-15.4295,18.4783,3.00787860
10.0000,0.015752,11.8136,761.8136,-15.5072,18.4783,3.00599972
10.0000,0.015832,11.8737,761.8737,-15.5849,18.4783,3.00411204
10.0000,0.015912,11.9339,761.9339,-15.6626,18.4783,3.00221559
10.0000,0.015992,11.9940,761.9940,-15.7403,18.4783,3.00031038
10.0000,0.016072,12.0541,762.0541,-15.8179,18.4783,2.99839641
10.0000,0.016152,12.1142,762.1142,-15.8956,18.4783,2.99647370
10.0000,0.016232,12.1743,762.1743,-15.9732,18.4783,2.99454226
10.0000,0.016313,12.2345,762.2345,-16.0508,18.4783,2.99260210
10.0000,0.016393,12.2946,762.2946,-16.1284,18.4783,2.99065324
10.0000,0.016473,12.3547,762.3547,-16.2060,18.4783,2.98869569
10.0000,0.016553,12.4148,762.4148,-16.2836,18.4783,2.98672946
10.0000,0.016633,12.4749,762.4749,-16.3611,18.4783,2.98475456
10.0000,0.016713,12.5351,762.5351,-16.4387,18.4783,2.98277101
10.0000,0.016794,12.5952,762.5952,-16.5162,18.4783,2.98077881
10.0000,0.016874,12.6553,762.6553,-16.5937,18.4783,2.97877798
10.0000,0.016954,12.7154,762.7154,-16.6713,18.4783,2.97676854
10.0000,0.017034,12.7756,762.7756,-16.7488,18.4783,2.97475049
10.0000,0.017114,12.8357,762.8357,-16.8263,18.4783,2.97272385
10.0000,0.017194,12.8958,762.8958,-16.9037,18.4783,2.97068864
10.0000,0.017275,12.9559,762.9559,-16.9812,18.4783,2.96864485
10.0000,0.017355,13.0160,763.0160,-17.0587,18.4783,2.96659252
10.0000,0.017435,13.0762,763.0762,-17.1361,18.4783,2.96453164
10.0000,0.017515,13.1363,763.1363,-17.2135,18.4783,2.96246224
10.0000,0.017595,13.1964,763.1964,-17.2910,18.4783,2.96038433
10.0000,0.017675,13.2565,763.2565,-17.3684,18.4783,2.95829791
10.0000,0.017756,13.3166,763.3166,-17.4458,18.4783,2.95620301
10.0000,0.017836,13.3768,763.3768,-17.5231,18.4783,2.95409964
10.0000,0.017916,13.4369,763.4369,-17.6005,18.4783,2.95198780
10.0000,0.017996,13.4970,763.4970,-17.6779,18.4783,2.94986752
10.0000,0.018076,13.5571,763.5571,-17.7552,18.4783,2.94773880
10.0000,0.018156,13.6172,763.6172,-17.8325,18.4783,2.94560166
10.0000,0.018236,13.6774,763.6774,-17.9099,18.4783,2.94345612
10.0000,0.018317,13.7375,763.7375,-17.9872,18.4783,2.94130218
10.0000,0.018397,13.7976,763.7976,-18.0645,18.4783,2.93913987
10.0000,0.018477,13.8577,763.8577,-18.1417,18.4783,2.93696919
10.0000,0.018557,13.9178,763.9178,-18.2190,18.4783,2.93479016
10.0000,0.018637,13.9780,763.9780,-18.2963,18.4783,2.93260279
10.0000,0.018717,14.0381,764.0381,-18.3735,18.4783,2.93040709
10.0000,0.018798,14.0982,764.0982,-18.4508,18.4783,2.92820309
10.0000,0.018878,14.1583,764.1583,-18.5280,18.4783,2.92599079
10.0000,0.018958,14.2184,764.2184,-18.6052,18.4783,2.92377021
10.0000,0.019038,14.2786,764.2786,-18.6824,18.4783,2.92154135
10.0000,0.019118,14.3387,764.3387,-18.7596,18.4783,2.91930425
10.0000,0.019198,14.3988,764.3988,-18.8368,18.4783,2.91705891
10.0000,0.019279,14.4589,764.4589,-18.9139,18.4783,2.91480534
10.0000,0.019359,14.5190,764.5190,-18.9911,18.4783,2.91254356
10.0000,0.019439,14.5792,764.5792,-19.0682,18.4783,2.91027358
10.0000,0.019519,14.6393,764.6393,-19.1453,18.4783,2.90799542
10.0000,0.019599,14.6994,764.6994,-19.2225,18.4783,2.90570909
10.0000,0.019679,14.7595,764.7595,-19.2996,18.4783,2.90341461
10.0000,0.019760,14.8196,764.8196,-19.3766,18.4783,2.90111199
10.0000,0.019840,14.8798,764.8798,-19.4537,18.4783,2.89880124
10.0000,0.019920,14.9399,764.9399,-19.5308,18.4783,2.89648239
10.0000,0.020000,15.0000,765.0000,-19.6078,18.4783,2.89415544
15.0000,-0.020000,-15.0000,735.0000,20.4082,18.4762,0.69447456
15.0000,-0.019920,-14.9399,735.0601,20.3247,18.4762,0.68966791
15.0000,-0.019840,-14.8798,735.1202,20.2413,18.4762,0.68487454
15.0000,-0.019760,-14.8196,735.1804,20.1578,18.4762,0.68009451
15.0000,-0.019679,-14.7595,735.2405,20.0744,18.4762,0.67532790
15.0000,-0.019599,-14.6994,735.3006,19.9910,18.4762,0.67057477
15.0000,-0.019519,-14.6393,735.3607,19.9076,18.4762,0.66583519
15.0000,-0.019439,-14.5792,735.4208,19.8242,18.4762,0.66110923
15.0000,-0.019359,-14.5190,735.4810,19.7409,18.4762,0.65639695
15.0000,-0.019279,-14.4589,735.5411,19.6575,18.4762,0.65169843
15.0000,-0.019198,-14.3988,735.6012,19.5742,18.4762,0.64701372
15.0000,-0.019118,-14.3387,735.6613,19.4909,18.4762,0.64234290
15.0000,-0.019038,-14.2786,735.7214,19.4076,18.4762,0.63768604
15.0000,-0.018958,-14.2184,735.7816,19.3243,18.4762,0.63304320
15.0000,-0.018878,-14.1583,735.8417,19.2410,18.4762,0.62841444
15.0000,-0.018798,-14.0982,735.9018,19.1577,18.4762,0.62379983
15.0000,-0.018717,-14.0381,735.9619,19.0745,18.4762,0.61919945
15.0000,-0.018637,-13.9780,736.0220,18.9912,18.4762,0.61461334
15.0000,-0.018557,-13.9178,736.0822,18.9080,18.4762,0.61004159
15.0000,-0.018477,-13.8577,736.1423,18.8248,18.4762,0.60548425
15.0000,-0.018397,-13.7976,736.2024,18.7416,18.4762,0.60094138
15.0000,-0.018317,-13.7375,736.2625,18.6584,18.4762,0.59641307
15.0000,-0.018236,-13.6774,736.3226,18.5752,18.4762,0.59189936
15.0000,-0.018156,-13.6172,736.3828,18.4921,18.4762,0.58740032
15.0000,-0.018076,-13.5571,736.4429,18.4089,18.4762,0.58291602
15.0000,-0.017996,-13.4970,736.5030,18.3258,18.4762,0.57844653
15.0000,-0.017916,-13.4369,736.5631,18.2427,18.4762,0.57399189
15.0000,-0.017836,-13.3768,736.6232,18.1596,18.4762,0.56955219
15.0000,-0.017756,-13.3166,736.6834,18.0765,18.4762,0.56512748
15.0000,-0.017675,-13.2565,736.7435,17.9934,18.4762,0.56071782
15.0000,-0.017595,-13.1964,736.8036,17.9103,18.4762,0.55632329
15.0000,-0.017515,-13.1363,736.8637,17.8273,18.4762,0.55194393
15.0000,-0.017435,-13.0762,736.9238,17.7442,18.4762,0.54757981
15.0000,-0.017355,-13.0160,736.9840,17.6612,18.4762,0.54323101
15.0000,-0.017275,-12.9559,737.0441,17.5782,18.4762,0.53889757
15.0000,-0.017194,-12.8958,737.1042,17.4952,18.4762,0.53457955
15.0000,-0.017114,-12.8357,737.1643,17.4122,18.4762,0.53027703
15.0000,-0.017034,-12.7756,737.2244,17.3293,18.4762,0.52599007
15.0000,-0.016954,-12.7154,737.2846,17.2463,18.4762,0.52171871
15.0000,-0.016874,-12.6553,737.3447,17.1634,18.4762,0.51746303
15.0000,-0.016794,-12.5952,737.4048,17.0804,18.4762,0.51322309
15.0000,-0.016713,-12.5351,737.4649,16.9975,18.4762,0.50899894
15.0000,-0.016633,-12.4749,737.5251,16.9146,18.4762,0.50479065
15.0000,-0.016553,-12.4148,737.5852,16.8317,18.4762,0.50059827
15.0000,-0.016473,-12.3547,737.6453,16.7488,18.4762,0.49642187
15.0000,-0.016393,-12.2946,737.7054,16.6660,18.4762,0.49226151
15.0000,-0.016313,-12.2345,737.7655,16.5831,18.4762,0.48811724
15.0000,-0.016232,-12.1743,737.8257,16.5003,18.4762,0.48398913
15.0000,-0.016152,-12.1142,737.8858,16.4175,18.4762,0.47987722
15.0000,-0.016072,-12.0541,737.9459,16.3347,18.4762,0.47578159
15.0000,-0.015992,-11.9940,738.0060,16.2519,18.4762,0.47170229
15.0000,-0.015912,-11.9339,738.0661,16.1691,18.4762,0.46763938
15.0000,-0.015832,-11.8737,738.1263,16.0863,18.4762,0.46359292
15.0000,-0.015752,-11.8136,738.1864,16.0036,18.4762,0.45956296
15.0000,-0.015671,-11.7535,738.2465,15.9208,18.4762,0.45554956
15.0000,-0.015591,-11.6934,738.3066,15.8381,18.4762,0.45155277
15.0000,-0.015511,-11.6333,738.3667,15.7554,18.4762,0.44757267
15.0000,-0.015431,-11.5731,738.4269,15.6727,18.4762,0.44360930
15.0000,-0.015351,-11.5130,738.4870,15.5900,18.4762,0.43966271
15.0000,-0.015271,-11.4529,738.5471,15.5073,18.4762,0.43573298
15.0000,-0.015190,-11.3928,738.6072,15.4247,18.4762,0.43182014
15.0000,-0.015110,-11.3327,738.6673,15.3420,18.4762,0.42792426
15.0000,-0.015030,-11.2725,738.7275,15.2594,18.4762,0.42404540
15.0000,-0.014950,-11.2124,738.7876,15.1768,18.4762,0.42018360
15.0000,-0.014870,-11.1523,738.8477,15.0942,18.4762,0.41633893
15.0000,-0.014790,-11.0922,738.9078,15.0116,18.4762,0.41251143
15.0000,-0.014709,-11.0321,738.9679,14.9290,18.4762,0.40870117
15.0000,-0.014629,-10.9719,739.0281,14.8465,18.4762,0.40490820
15.0000,-0.014549,-10.9118,739.0882,14.7639,18.4762,0.40113256
15.0000,-0.014469,-10.8517,739.1483,14.6814,18.4762,0.39737433
15.0000,-0.014389,-10.7916,739.2084,14.5988,18.4762,0.39363354
15.0000,-0.014309,-10.7315,739.2685,14.5163,18.4762,0.38991025
15.0000,-0.014228,-10.6713,739.3287,14.4338,18.4762,0.38620452
15.0000,-0.014148,-10.6112,739.3888,14.3513,18.4761,0.38251640
15.0000,-0.014068,-10.5511,739.4489,14.2689,18.4761,0.37884594
15.0000,-0.013988,-10.4910,739.5090,14.1864,18.4761,0.37519319
15.0000,-0.013908,-10.4309,739.5691,14.1040,18.4761,0.37155821
15.0000,-0.013828,-10.3707,739.6293,14.0215,18.4761,0.36794104
15.0000,-0.013747,-10.3106,739.6894,13.9391,18.4761,0.36434175
15.0000,-0.013667,-10.2505,739.7495,13.8567,18.4761,0.36076037
15.0000,-0.013587,-10.1904,739.8096,13.7743,18.4761,0.35719697
15.0000,-0.013507,-10.1303,739.8697,13.6920,18.4761,0.35365159
15.0000,-0.013427,-10.0701,739.9299,13.6096,18.4761,0.35012428
15.0000,-0.013347,-10.0100,739.9900,13.5272,18.4761,0.34661509
15.0000,-0.013267,-9.9499,740.0501,13.4449,18.4761,0.34312408
15.0000,-0.013186,-9.8898,740.1102,13.3626,18.4761,0.33965129
15.0000,-0.013106,-9.8297,740.1703,13.2803,18.4761,0.33619678
15.0000,-0.013026,-9.7695,740.2305,13.1980,18.4761,0.33276058
15.0000,-0.012946,-9.7094,740.2906,13.1157,18.4761,0.32934276
15.0000,-0.012866,-9.6493,740.3507,13.0334,18.4761,0.32594336
15.0000,-0.012786,-9.5892,740.4108,12.9512,18.4761,0.32256242
15.0000,-0.012705,-9.5291,740.4709,12.8689,18.4761,0.31920000
15.0000,-0.012625,-9.4689,740.5311,12.7867,18.4761,0.31585615
15.0000,-0.012545,-9.4088,740.5912,12.7045,18.4761,0.31253091
15.0000,-0.012465,-9.3487,740.6513,12.6223,18.4761,0.30922433
15.0000,-0.012385,-9.2886,740.7114,12.5401,18.4761,0.30593645
15.0000,-0.012305,-9.2285,740.7715,12.4579,18.4761,0.30266733
15.0000,-0.012224,-9.1683,740.8317,12.3757,18.4761,0.29941701
15.0000,-0.012144,-9.1082,740.8918,12.2936,18.4761,0.29618554
15.0000,-0.012064,-9.0481,740.9519,12.2114,18.4761,0.29297296
15.0000,-0.011984,-8.9880,741.0120,12.1293,18.4761,0.28977932
15.0000,-0.011904,-8.9279,741.0721,12.0472,18.4761,0.28660466
15.0000,-0.011824,-8.8677,741.1323,11.9651,18.4761,0.28344904
15.0000,-0.011743,-8.8076,741.1924,11.8830,18.4761,0.28031249
15.0000,-0.011663,-8.7475,741.2525,11.8010,18.4761,0.27719505
15.0000,-0.011583,-8.6874,741.3126,11.7189,18.4761,0.27409678
15.0000,-0.011503,-8.6273,741.3727,11.6369,18.4761,0.27101772
15.0000,-0.011423,-8.5671,741.4329,11.5548,18.4761,0.26795792
15.0000,-0.011343,-8.5070,741.4930,11.4728,18.4761,0.26491740
15.0000,-0.011263,-8.4469,741.5531,11.3908,18.4761,0.26189623
15.0000,-0.011182,-8.3868,741.6132,11.3088,18.4761,0.25889444
15.0000,-0.011102,-8.3267,741.6733,11.2268,18.4761,0.25591207
15.0000,-0.011022,-8.2665,741.7335,11.1449,18.4761,0.25294918
