L_mm,n_organoids,freq_kHz,Q_glass,Q_silicon,contrast_mid_dB_glass,contrast_mid_dB_silicon,F_min_norm_glass,F_min_norm_silicon,F_max_glass,F_max_silicon,T_coupling_741kHz
1.0000,1,750.0000,8.26,11.92,18.4830,22.3441,1.000000,1.000000,1.06965471e-02,7.41273501e-03,0.800819
1.0481,1,715.5832,8.26,11.92,18.4830,22.3442,1.000000,1.000000,9.73738003e-03,6.74804008e-03,0.800819
1.0962,1,684.1865,8.26,11.92,18.4831,22.3442,1.000000,1.000000,8.90166322e-03,6.16889329e-03,0.800819
1.1443,1,655.4291,8.26,11.92,18.4831,22.3442,1.000000,1.000000,8.16910163e-03,5.66123433e-03,0.800819
1.1924,1,628.9916,8.26,11.92,18.4831,22.3443,1.000000,1.000000,7.52338290e-03,5.21375167e-03,0.800819
1.2405,1,604.6042,8.26,11.92,18.4831,22.3443,1.000000,1.000000,6.95130293e-03,4.81730384e-03,0.800819
1.2886,1,582.0373,8.26,11.92,18.4831,22.3443,1.000000,1.000000,6.44207567e-03,4.46440779e-03,0.800819
1.3367,1,561.0945,8.26,11.92,18.4831,22.3443,1.000000,1.000000,5.98682386e-03,4.14891952e-03,0.800819
1.3848,1,541.6064,8.26,11.92,18.4832,22.3444,1.000000,1.000000,5.57818166e-03,3.86573040e-03,0.800819
1.4329,1,523.4266,8.26,11.92,18.4832,22.3444,1.000000,1.000000,5.20998987e-03,3.61057326e-03,0.800819
1.4810,1,506.4276,8.26,11.92,18.4832,22.3444,1.000000,1.000000,4.87708644e-03,3.37987137e-03,0.800819
1.5291,2,980.9961,16.52,23.83,18.4822,22.3429,0.999844,0.999758,1.83006863e-02,1.26822959e-02,0.800819
1.5772,2,951.0801,16.52,23.83,18.4822,22.3429,0.999849,0.999765,1.72015286e-02,1.19206016e-02,0.800819
1.6253,2,922.9346,16.52,23.83,18.4823,22.3430,0.999853,0.999772,1.61985056e-02,1.12255220e-02,0.800819
1.6733,2,896.4072,16.52,23.83,18.4823,22.3430,0.999857,0.999778,1.52807180e-02,1.05895102e-02,0.800819
1.7214,2,871.3620,16.52,23.83,18.4823,22.3431,0.999861,0.999785,1.44387775e-02,1.00060585e-02,0.800819
1.7695,2,847.6784,16.52,23.83,18.4824,22.3431,0.999865,0.999791,1.36645520e-02,9.46953074e-03,0.800819
1.8176,2,825.2481,16.52,23.83,18.4824,22.3432,0.999868,0.999796,1.29509703e-02,8.97502656e-03,0.800819
1.8657,2,803.9742,16.52,23.83,18.4824,22.3432,0.999872,0.999802,1.22918562e-02,8.51826986e-03,0.800819
1.9138,2,783.7696,16.52,23.83,18.4825,22.3433,0.999875,0.999806,1.16818117e-02,8.09551542e-03,0.800819
1.9619,2,764.5557,16.52,23.83,18.4825,22.3433,0.999878,0.999811,1.11160781e-02,7.70346689e-03,0.800819
2.0100,2,746.2612,16.52,23.83,18.4825,22.3434,0.999880,0.999815,1.05904703e-02,7.33922555e-03,0.800819
2.0581,2,728.8218,16.52,23.83,18.4825,22.3434,0.999884,0.999820,1.01012759e-02,7.00021795e-03,0.800819
2.1062,2,712.1789,16.52,23.83,18.4826,22.3434,0.999886,0.999824,9.64520906e-03,6.68416689e-03,0.800819
2.1543,2,696.2791,16.52,23.83,18.4826,22.3435,0.999889,0.999828,9.21934965e-03,6.38904918e-03,0.800819
2.2024,2,681.0737,16.52,23.83,18.4826,22.3435,0.999891,0.999832,8.82108254e-03,6.11305112e-03,0.800819
2.2505,2,666.5183,16.52,23.83,18.4826,22.3435,0.999894,0.999835,8.44807336e-03,5.85455978e-03,0.800819
2.2986,2,652.5719,16.52,23.83,18.4826,22.3436,0.999895,0.999838,8.09823686e-03,5.61212438e-03,0.800819
2.3467,2,639.1973,16.52,23.83,18.4827,22.3436,0.999898,0.999842,7.76968653e-03,5.38444020e-03,0.800819
2.3948,2,626.3598,16.52,23.83,18.4827,22.3436,0.999900,0.999845,7.46073290e-03,5.17033583e-03,0.800819
2.4429,2,614.0279,16.52,23.83,18.4827,22.3436,0.999902,0.999848,7.16984682e-03,4.96875246e-03,0.800819
2.4910,2,602.1722,16.52,23.83,18.4827,22.3437,0.999904,0.999851,6.89564733e-03,4.77873237e-03,0.800819
2.5391,3,886.1484,24.77,35.74,18.4817,22.3421,0.999717,0.999562,1.49334606e-02,1.03488661e-02,0.800819
2.5872,3,869.6747,24.77,35.74,18.4818,22.3422,0.999722,0.999570,1.43833796e-02,9.96766772e-03,0.800819
2.6353,3,853.8023,24.77,35.74,18.4818,22.3422,0.999727,0.999578,1.38631442e-02,9.60715247e-03,0.800819
2.6834,3,838.4989,24.77,35.74,18.4818,22.3423,0.999732,0.999586,1.33706291e-02,9.26584592e-03,0.800819
2.7315,3,823.7344,24.77,35.74,18.4819,22.3423,0.999737,0.999593,1.29039022e-02,8.94241017e-03,0.800819
2.7796,3,809.4809,24.77,35.74,18.4819,22.3424,0.999741,0.999600,1.24611947e-02,8.63561898e-03,0.800819
2.8277,3,795.7123,24.77,35.74,18.4819,22.3424,0.999746,0.999607,1.20408822e-02,8.34434682e-03,0.800819
2.8758,3,782.4042,24.77,35.74,18.4819,22.3424,0.999750,0.999613,1.16414857e-02,8.06756861e-03,0.800819
2.9238,3,769.5339,24.77,35.74,18.4820,22.3425,0.999754,0.999620,1.12616367e-02,7.80433712e-03,0.800819
2.9719,3,757.0802,24.77,35.75,18.4820,22.3425,0.999758,0.999626,1.09000761e-02,7.55378003e-03,0.800819
3.0200,3,745.0232,24.77,35.75,18.4820,22.3426,0.999762,0.999632,1.05556526e-02,7.31509660e-03,0.800819
3.0681,3,733.3442,24.77,35.75,18.4820,22.3426,0.999766,0.999638,1.02273028e-02,7.08755316e-03,0.800819
3.1162,3,722.0257,24.77,35.75,18.4821,22.3426,0.999770,0.999643,9.91403711e-03,6.87046252e-03,0.800819
3.1643,3,711.0513,24.78,35.75,18.4821,22.3427,0.999773,0.999649,9.61494872e-03,6.66319645e-03,0.800819
3.2124,3,700.4055,24.78,35.75,18.4821,22.3427,0.999776,0.999654,9.32919293e-03,6.46516918e-03,0.800819
3.2605,3,690.0738,24.78,35.75,18.4821,22.3427,0.999780,0.999659,9.05598765e-03,6.27584044e-03,0.800819
3.3086,3,680.0424,24.78,35.75,18.4821,22.3428,0.999783,0.999664,8.79460982e-03,6.09470647e-03,0.800819
3.3567,3,670.2985,24.78,35.75,18.4822,22.3428,0.999786,0.999669,8.54438845e-03,5.92130433e-03,0.800819
3.4048,3,660.8299,24.78,35.75,18.4822,22.3428,0.999789,0.999674,8.30469545e-03,5.75519865e-03,0.800819
3.4529,3,651.6251,24.78,35.75,18.4822,22.3429,0.999792,0.999678,8.07494981e-03,5.59598600e-03,0.800819
3.5010,4,856.8975,33.03,47.65,18.4812,22.3413,0.999590,0.999365,1.39642893e-02,9.67724446e-03,0.800819
3.5491,4,845.2851,33.03,47.65,18.4812,22.3414,0.999595,0.999374,1.35883648e-02,9.41673394e-03,0.800819
3.5972,4,833.9833,33.03,47.65,18.4813,22.3414,0.999600,0.999382,1.32274193e-02,9.16660332e-03,0.800819
3.6453,4,822.9797,33.03,47.65,18.4813,22.3414,0.999606,0.999390,1.28806640e-02,8.92630604e-03,0.800819
3.6934,4,812.2626,33.03,47.65,18.4813,22.3415,0.999611,0.999398,1.25473696e-02,8.69533698e-03,0.800819
3.7415,4,801.8211,33.03,47.65,18.4814,22.3415,0.999616,0.999406,1.22268453e-02,8.47321725e-03,0.800819
3.7896,4,791.6446,33.03,47.65,18.4814,22.3416,0.999621,0.999413,1.19184473e-02,8.25950060e-03,0.800819
3.8377,4,781.7232,33.03,47.65,18.4814,22.3416,0.999625,0.999421,1.16215714e-02,8.05376888e-03,0.800819
3.8858,4,772.0474,33.03,47.65,18.4814,22.3417,0.999630,0.999428,1.13356507e-02,7.85562877e-03,0.800819
3.9339,4,762.6083,33.03,47.65,18.4815,22.3417,0.999635,0.999435,1.10601548e-02,7.66471266e-03,0.800819
3.9820,4,753.3971,33.03,47.66,18.4815,22.3417,0.999639,0.999441,1.07945823e-02,7.48067290e-03,0.800819
4.0301,4,744.4058,33.03,47.66,18.4815,22.3418,0.999643,0.999448,1.05384592e-02,7.30318200e-03,0.800819
4.0782,4,735.6265,33.03,47.66,18.4815,22.3418,0.999648,0.999455,1.02913454e-02,7.13193415e-03,0.800819
4.1263,4,727.0520,33.03,47.66,18.4816,22.3419,0.999652,0.999461,1.00528238e-02,6.96664050e-03,0.800819
4.1743,4,718.6750,33.03,47.66,18.4816,22.3419,0.999656,0.999467,9.82249855e-03,6.80702679e-03,0.800819
4.2224,4,710.4888,33.03,47.66,18.4816,22.3419,0.999660,0.999474,9.59999709e-03,6.65283496e-03,0.800819
4.2705,4,702.4871,33.03,47.66,18.4816,22.3420,0.999664,0.999479,9.38497316e-03,6.50382500e-03,0.800819
4.3186,4,694.6636,33.03,47.66,18.4816,22.3420,0.999667,0.999485,9.17709490e-03,6.35976642e-03,0.800819
4.3667,4,687.0124,33.03,47.66,18.4817,22.3420,0.999671,0.999491,8.97604500e-03,6.22044018e-03,0.800819
4.4148,4,679.5279,33.03,47.66,18.4817,22.3421,0.999674,0.999496,8.78153254e-03,6.08564385e-03,0.800819
4.4629,4,672.2048,33.03,47.66,18.4817,22.3421,0.999678,0.999502,8.59327395e-03,5.95518222e-03,0.800819
4.5110,5,831.2972,41.28,59.56,18.4807,22.3405,0.999469,0.999178,1.31427570e-02,9.10793371e-03,0.800819
4.5591,5,822.5275,41.28,59.56,18.4807,22.3406,0.999475,0.999187,1.28669096e-02,8.91677464e-03,0.800819
4.6072,5,813.9408,41.28,59.56,18.4808,22.3406,0.999480,0.999195,1.25996581e-02,8.73157254e-03,0.800819
4.6553,5,805.5316,41.28,59.56,18.4808,22.3407,0.999485,0.999204,1.23406453e-02,8.55207928e-03,0.800819
4.7034,5,797.2944,41.28,59.56,18.4808,22.3407,0.999491,0.999212,1.20895376e-02,8.37806496e-03,0.800819
4.7515,5,789.2240,41.28,59.56,18.4809,22.3408,0.999496,0.999220,1.18460165e-02,8.20930716e-03,0.800819
4.7996,5,781.3152,41.28,59.56,18.4809,22.3408,0.999501,0.999228,1.16097832e-02,8.04559996e-03,0.800819
4.8477,5,773.5635,41.28,59.56,18.4809,22.3408,0.999506,0.999235,1.13805449e-02,7.88673982e-03,0.800819
4.8958,5,765.9640,41.28,59.56,18.4809,22.3409,0.999511,0.999243,1.11580299e-02,7.73253904e-03,0.800819
4.9439,5,758.5124,41.29,59.56,18.4810,22.3409,0.999516,0.999251,1.09419755e-02,7.58281549e-03,0.800819
4.9920,5,751.2043,41.29,59.56,18.4810,22.3410,0.999520,0.999257,1.07321395e-02,7.43740107e-03,0.800819
5.0401,5,744.0358,41.29,59.56,18.4810,22.3410,0.999525,0.999265,1.05282801e-02,7.29612801e-03,0.800819
5.0882,5,737.0028,41.29,59.56,18.4810,22.3410,0.999529,0.999272,1.03301744e-02,7.15884222e-03,0.800819
5.1363,5,730.1014,41.29,59.56,18.4811,22.3411,0.999534,0.999278,1.01376092e-02,7.02539633e-03,0.800819
5.1844,5,723.3282,41.29,59.56,18.4811,22.3411,0.999538,0.999285,9.95037738e-03,6.89564623e-03,0.800819
5.2325,5,716.6794,41.29,59.56,18.4811,22.3411,0.999542,0.999292,9.76828637e-03,6.76945850e-03,0.800819
5.2806,5,710.1518,41.29,59.56,18.4811,22.3412,0.999546,0.999298,9.59114837e-03,6.64670307e-03,0.800819
5.3287,5,703.7420,41.29,59.56,18.4811,22.3412,0.999550,0.999305,9.41878415e-03,6.52725575e-03,0.800819
5.3768,5,697.4469,41.29,59.56,18.4812,22.3412,0.999554,0.999311,9.25102546e-03,6.41100015e-03,0.800819
5.4248,5,691.2634,41.29,59.57,18.4812,22.3413,0.999558,0.999317,9.08770965e-03,6.29782307e-03,0.800819
5.4729,5,685.1886,41.29,59.57,18.4812,22.3413,0.999562,0.999323,8.92867983e-03,6.18761670e-03,0.800819
5.5210,6,815.0635,49.54,71.46,18.4802,22.3398,0.999349,0.998993,1.26348269e-02,8.75594369e-03,0.800819
5.5691,6,808.0245,49.54,71.46,18.4802,22.3398,0.999355,0.999002,1.24175216e-02,8.60535408e-03,0.800819
5.6172,6,801.1060,49.54,71.46,18.4803,22.3398,0.999360,0.999011,1.22057761e-02,8.45861640e-03,0.800819
5.6653,6,794.3049,49.54,71.46,18.4803,22.3399,0.999366,0.999019,1.19994015e-02,8.31560112e-03,0.800819
5.7134,6,787.6184,49.54,71.47,18.4803,22.3399,0.999371,0.999027,1.17982160e-02,8.17618159e-03,0.800819
5.7615,6,781.0435,49.54,71.47,18.4804,22.3400,0.999376,0.999035,1.16020475e-02,8.04023917e-03,0.800819
5.8096,6,774.5774,49.54,71.47,18.4804,22.3400,0.999382,0.999043,1.14107324e-02,7.90765930e-03,0.800819
5.8577,6,768.2176,49.54,71.47,18.4804,22.3400,0.999387,0.999051,1.12241091e-02,7.77833165e-03,0.800819
5.9058,6,761.9613,49.54,71.47,18.4804,22.3401,0.999391,0.999059,1.10420288e-02,7.65215150e-03,0.800819
5.9539,6,755.8061,49.54,71.47,18.4805,22.3401,0.999396,0.999066,1.08643428e-02,7.52901694e-03,0.800819
6.0020,6,749.7496,49.54,71.47,18.4805,22.3402,0.999401,0.999074,1.06909114e-02,7.40883026e-03,0.800819
6.0501,6,743.7893,49.54,71.47,18.4805,22.3402,0.999406,0.999081,1.05216000e-02,7.29149891e-03,0.800819
6.0982,6,737.9231,49.54,71.47,18.4805,22.3402,0.999411,0.999088,1.03562790e-02,7.17693275e-03,0.800819
6.1463,6,732.1487,49.54,71.47,18.4806,22.3403,0.999415,0.999096,1.01948224e-02,7.06504482e-03,0.800819
6.1944,6,726.4639,49.54,71.47,18.4806,22.3403,0.999420,0.999103,1.00371152e-02,6.95575475e-03,0.800819
6.2425,6,720.8668,49.54,71.47,18.4806,22.3403,0.999424,0.999110,9.88303747e-03,6.84897972e-03,0.800819
6.2906,6,715.3552,49.54,71.47,18.4806,22.3404,0.999429,0.999116,9.73248113e-03,6.74464540e-03,0.800819
6.3387,6,709.9273,49.54,71.47,18.4806,22.3404,0.999433,0.999123,9.58533933e-03,6.64267748e-03,0.800819
6.3868,6,704.5811,49.54,71.47,18.4807,22.3405,0.999437,0.999130,9.44150917e-03,6.54300400e-03,0.800819
6.4349,6,699.3149,49.54,71.47,18.4807,22.3405,0.999442,0.999136,9.30089166e-03,6.44555712e-03,0.800819
6.4830,6,694.1267,49.54,71.47,18.4807,22.3405,0.999446,0.999142,9.16339287e-03,6.35027117e-03,0.800819
6.5311,7,803.8509,57.79,83.37,18.4797,22.3390,0.999230,0.998808,1.22899395e-02,8.51694090e-03,0.800819
6.5792,7,797.9744,57.79,83.37,18.4798,22.3390,0.999235,0.998817,1.21108942e-02,8.39286438e-03,0.800819
6.6273,7,792.1832,57.79,83.37,18.4798,22.3391,0.999241,0.998826,1.19357337e-02,8.27148035e-03,0.800819
6.6754,7,786.4755,57.79,83.37,18.4798,22.3391,0.999246,0.998834,1.17643469e-02,8.15271074e-03,0.800819
6.7234,7,780.8495,57.79,83.37,18.4798,22.3391,0.999252,0.998842,1.15966237e-02,8.03648051e-03,0.800819
6.7715,7,775.3033,57.79,83.37,18.4799,22.3392,0.999257,0.998851,1.14324617e-02,7.92271773e-03,0.800819
6.8196,7,769.8354,57.79,83.37,18.4799,22.3392,0.999262,0.998859,1.12717629e-02,7.81135476e-03,0.800819
6.8677,7,764.4441,57.79,83.37,18.4799,22.3393,0.999267,0.998867,1.11144279e-02,7.70232346e-03,0.800819
6.9158,7,759.1278,57.79,83.37,18.4799,22.3393,0.999273,0.998875,1.09603645e-02,7.59555895e-03,0.800819
6.9639,7,753.8849,57.79,83.37,18.4800,22.3393,0.999278,0.998882,1.08094815e-02,7.49099831e-03,0.800819
7.0120,7,748.7139,57.79,83.37,18.4800,22.3394,0.999283,0.998890,1.06616921e-02,7.38858167e-03,0.800819
7.0601,7,743.6134,57.79,83.37,18.4800,22.3394,0.999287,0.998898,1.05169163e-02,7.28825326e-03,0.800819
7.1082,7,738.5819,57.79,83.37,18.4800,22.3395,0.999292,0.998905,1.03750669e-02,7.18995265e-03,0.800819
7.1563,7,733.6180,57.79,83.37,18.4801,22.3395,0.999297,0.998913,1.02360681e-02,7.09362794e-03,0.800819
7.2044,7,728.7204,57.79,83.37,18.4801,22.3395,0.999302,0.998920,1.00998444e-02,6.99922556e-03,0.800819
7.2525,7,723.8878,57.79,83.37,18.4801,22.3396,0.999306,0.998927,9.96632275e-03,6.90669611e-03,0.800819
7.3006,7,719.1189,57.79,83.37,18.4801,22.3396,0.999311,0.998934,9.83543035e-03,6.81598877e-03,0.800819
7.3487,7,714.4123,57.79,83.37,18.4801,22.3396,0.999316,0.998941,9.70710027e-03,6.72705694e-03,0.800819
7.3968,7,709.7670,57.79,83.37,18.4802,22.3397,0.999320,0.998948,9.58126552e-03,6.63985440e-03,0.800819
7.4449,7,705.1817,57.79,83.37,18.4802,22.3397,0.999324,0.998955,9.45786215e-03,6.55433664e-03,0.800819
7.4930,7,700.6553,57.79,83.37,18.4802,22.3397,0.999329,0.998961,9.33682684e-03,6.47045993e-03,0.800819
7.5411,8,795.6418,66.04,95.26,18.4792,22.3382,0.999111,0.998624,1.20405471e-02,8.34411469e-03,0.800819
7.5892,8,790.5994,66.04,95.27,18.4793,22.3382,0.999116,0.998633,1.18884038e-02,8.23868104e-03,0.800819
7.6373,8,785.6206,66.04,95.27,18.4793,22.3383,0.999122,0.998641,1.17391267e-02,8.13523350e-03,0.800819
7.6854,8,780.7040,66.04,95.27,18.4793,22.3383,0.999127,0.998650,1.15926437e-02,8.03372241e-03,0.800819
7.7335,8,775.8487,66.04,95.27,18.4793,22.3384,0.999133,0.998658,1.14488858e-02,7.93409944e-03,0.800819
7.7816,8,771.0533,66.04,95.27,18.4794,22.3384,0.999138,0.998667,1.13077845e-02,7.83631758e-03,0.800819
7.8297,8,766.3169,66.04,95.27,18.4794,22.3384,0.999143,0.998675,1.11692767e-02,7.74033303e-03,0.800819
7.8778,8,761.6383,66.04,95.27,18.4794,22.3385,0.999149,0.998683,1.10332962e-02,7.64609989e-03,0.800819
7.9259,8,757.0164,66.04,95.27,18.4794,22.3385,0.999154,0.998691,1.08997862e-02,7.55357873e-03,0.800819
7.9739,8,752.4504,66.04,95.27,18.4795,22.3386,0.999159,0.998699,1.07686843e-02,7.46272630e-03,0.800819
8.0220,8,747.9390,66.04,95.27,18.4795,22.3386,0.999164,0.998707,1.06399324e-02,7.37350227e-03,0.800819
8.0701,8,743.4815,66.04,95.27,18.4795,22.3386,0.999169,0.998714,1.05134768e-02,7.28586943e-03,0.800819
8.1182,8,739.0768,66.04,95.27,18.4795,22.3387,0.999174,0.998722,1.03892635e-02,7.19979083e-03,0.800819
8.1663,8,734.7239,66.04,95.27,18.4796,22.3387,0.999179,0.998729,1.02672379e-02,7.11522808e-03,0.800819
8.2144,8,730.4221,66.04,95.27,18.4796,22.3387,0.999183,0.998737,1.01473484e-02,7.03214575e-03,0.800819
8.2625,8,726.1703,66.04,95.27,18.4796,22.3388,0.999188,0.998744,1.00295482e-02,6.95051082e-03,0.800819
8.3106,8,721.9677,66.04,95.27,18.4796,22.3388,0.999193,0.998752,9.91378565e-03,6.87028826e-03,0.800819
8.3587,8,717.8135,66.04,95.27,18.4796,22.3388,0.999198,0.998759,9.80001650e-03,6.79144715e-03,0.800819
8.4068,8,713.7068,66.04,95.27,18.4797,22.3389,0.999202,0.998766,9.68819593e-03,6.71395625e-03,0.800819
8.4549,8,709.6468,66.04,95.27,18.4797,22.3389,0.999207,0.998773,9.57827670e-03,6.63778289e-03,0.800819
8.5030,9,793.8369,74.29,107.16,18.4787,22.3374,0.998986,0.998431,1.19863340e-02,8.30654565e-03,0.800819
8.5511,9,789.3719,74.29,107.16,18.4787,22.3374,0.998992,0.998440,1.18518633e-02,8.21335883e-03,0.800819
8.5992,9,784.9569,74.29,107.16,18.4788,22.3374,0.998997,0.998449,1.17196447e-02,8.12173267e-03,0.800819
8.6473,9,780.5910,74.29,107.16,18.4788,22.3375,0.999003,0.998457,1.15896250e-02,8.03163022e-03,0.800819
8.6954,9,776.2733,74.29,107.16,18.4788,22.3375,0.999008,0.998466,1.14617566e-02,7.94301862e-03,0.800819
8.7435,9,772.0032,74.29,107.16,18.4788,22.3376,0.999014,0.998474,1.13359926e-02,7.85586581e-03,0.800819
8.7916,9,767.7798,74.29,107.16,18.4789,22.3376,0.999019,0.998482,1.12122895e-02,7.77014062e-03,0.800819
8.8397,9,763.6024,74.29,107.17,18.4789,22.3377,0.999024,0.998491,1.10905977e-02,7.68580918e-03,0.800819
8.8878,9,759.4701,74.29,107.17,18.4789,22.3377,0.999030,0.998499,1.09708767e-02,7.60284347e-03,0.800819
8.9359,9,755.3824,74.29,107.17,18.4789,22.3377,0.999035,0.998507,1.08530841e-02,7.52121431e-03,0.800819
8.9840,9,751.3384,74.29,107.17,18.4790,22.3378,0.999040,0.998515,1.07371793e-02,7.44089342e-03,0.800819
9.0321,9,747.3375,74.29,107.17,18.4790,22.3378,0.999045,0.998523,1.06231205e-02,7.36185163e-03,0.800819
9.0802,9,743.3789,74.29,107.17,18.4790,22.3378,0.999050,0.998531,1.05108700e-02,7.28406320e-03,0.800819
9.1283,9,739.4621,74.29,107.17,18.4790,22.3379,0.999055,0.998538,1.04003895e-02,7.20750123e-03,0.800819
9.1764,9,735.5864,74.29,107.17,18.4791,22.3379,0.999060,0.998546,1.02916409e-02,7.13213903e-03,0.800819
9.2244,9,731.7510,74.29,107.17,18.4791,22.3380,0.999065,0.998554,1.01845896e-02,7.05795346e-03,0.800819
9.2725,9,727.9555,74.29,107.17,18.4791,22.3380,0.999070,0.998561,1.00791998e-02,6.98491930e-03,0.800819
9.3206,9,724.1991,74.29,107.17,18.4791,22.3380,0.999075,0.998569,9.97543792e-03,6.91301288e-03,0.800819
9.3687,9,720.4813,74.29,107.17,18.4791,22.3381,0.999079,0.998576,9.87327048e-03,6.84221159e-03,0.800819
9.4168,9,716.8014,74.29,107.17,18.4792,22.3381,0.999084,0.998583,9.77266317e-03,6.77249144e-03,0.800819
9.4649,9,713.1590,74.29,107.17,18.4792,22.3381,0.999089,0.998591,9.67358610e-03,6.70383183e-03,0.800819
9.5130,10,788.3927,82.54,119.06,18.4782,22.3366,0.998867,0.998247,1.18228236e-02,8.19323464e-03,0.800819
9.5611,10,784.4267,82.54,119.06,18.4782,22.3366,0.998873,0.998256,1.17041622e-02,8.11100349e-03,0.800819
9.6092,10,780.5005,82.54,119.06,18.4783,22.3367,0.998878,0.998264,1.15872780e-02,8.03000397e-03,0.800819
9.6573,10,776.6134,82.54,119.06,18.4783,22.3367,0.998884,0.998273,1.14721361e-02,7.95021173e-03,0.800819
9.7054,10,772.7648,82.54,119.06,18.4783,22.3367,0.998889,0.998282,1.13587030e-02,7.87160353e-03,0.800819
9.7535,10,768.9542,82.54,119.06,18.4783,22.3368,0.998895,0.998290,1.12469430e-02,7.79415492e-03,0.800819
9.8016,10,765.1809,82.54,119.06,18.4784,22.3368,0.998900,0.998299,1.11368241e-02,7.71784385e-03,0.800819
9.8497,10,761.4446,82.54,119.06,18.4784,22.3369,0.998906,0.998307,1.10283153e-02,7.64264795e-03,0.800819
9.8978,10,757.7445,82.54,119.06,18.4784,22.3369,0.998911,0.998315,1.09213837e-02,7.56854550e-03,0.800819
9.9459,10,754.0802,82.54,119.06,18.4784,22.3369,0.998916,0.998323,1.08160008e-02,7.49551609e-03,0.800819
9.9940,10,750.4512,82.54,119.06,18.4785,22.3370,0.998921,0.998331,1.07121348e-02,7.42353781e-03,0.800819
10.0421,10,746.8569,82.54,119.06,18.4785,22.3370,0.998927,0.998339,1.06097594e-02,7.35259278e-03,0.800819
10.0902,10,743.2969,82.54,119.06,18.4785,22.3371,0.998932,0.998347,1.05088435e-02,7.28265885e-03,0.800819
10.1383,10,739.7707,82.54,119.06,18.4785,22.3371,0.998937,0.998355,1.04093615e-02,7.21371847e-03,0.800819
10.1864,10,736.2778,82.54,119.06,18.4786,22.3371,0.998942,0.998363,1.03112844e-02,7.14575182e-03,0.800819
10.2345,10,732.8177,82.54,119.06,18.4786,22.3372,0.998947,0.998370,1.02145875e-02,7.07874176e-03,0.800819
10.2826,10,729.3900,82.54,119.07,18.4786,22.3372,0.998952,0.998378,1.01192443e-02,7.01266950e-03,0.800819
10.3307,10,725.9942,82.54,119.07,18.4786,22.3372,0.998957,0.998386,1.00252298e-02,6.94751825e-03,0.800819
10.3788,10,722.6299,82.54,119.07,18.4786,22.3373,0.998961,0.998393,9.93251933e-03,6.88327053e-03,0.800819
10.4269,10,719.2966,82.54,119.07,18.4787,22.3373,0.998966,0.998401,9.84108866e-03,6.81990988e-03,0.800819
10.4749,10,715.9939,82.54,119.07,18.4787,22.3373,0.998971,0.998408,9.75091481e-03,6.75742004e-03,0.800819
10.5230,11,783.9935,90.78,130.95,18.4777,22.3358,0.998748,0.998063,1.16915796e-02,8.10228389e-03,0.800819
10.5711,11,780.4265,90.78,130.95,18.4777,22.3358,0.998754,0.998072,1.15854210e-02,8.02871691e-03,0.800819
10.6192,11,776.8919,90.78,130.95,18.4778,22.3359,0.998759,0.998081,1.14807004e-02,7.95614664e-03,0.800819
10.6673,11,773.3891,90.78,130.95,18.4778,22.3359,0.998765,0.998089,1.13773930e-02,7.88455568e-03,0.800819
10.7154,11,769.9177,90.79,130.95,18.4778,22.3360,0.998770,0.998098,1.12754745e-02,7.81392707e-03,0.800819
10.7635,11,766.4774,90.79,130.95,18.4778,22.3360,0.998776,0.998106,1.11749197e-02,7.74424354e-03,0.800819
10.8116,11,763.0677,90.79,130.95,18.4779,22.3360,0.998781,0.998115,1.10757037e-02,7.67548791e-03,0.800819
10.8597,11,759.6881,90.79,130.95,18.4779,22.3361,0.998787,0.998123,1.09778032e-02,7.60764378e-03,0.800819
10.9078,11,756.3384,90.79,130.95,18.4779,22.3361,0.998792,0.998131,1.08811944e-02,7.54069479e-03,0.800819
10.9559,11,753.0181,90.79,130.95,18.4779,22.3362,0.998797,0.998140,1.07858556e-02,7.47462570e-03,0.800819
11.0040,11,749.7268,90.79,130.95,18.4780,22.3362,0.998803,0.998148,1.06917650e-02,7.40942177e-03,0.800819
11.0521,11,746.4642,90.79,130.95,18.4780,22.3362,0.998808,0.998156,1.05989000e-02,7.34506703e-03,0.800819
11.1002,11,743.2298,90.79,130.96,18.4780,22.3363,0.998813,0.998164,1.05072392e-02,7.28154697e-03,0.800819
11.1483,11,740.0234,90.79,130.96,18.4780,22.3363,0.998818,0.998172,1.04167621e-02,7.21884702e-03,0.800819
11.1964,11,736.8445,90.79,130.96,18.4781,22.3363,0.998823,0.998180,1.03274493e-02,7.15695407e-03,0.800819
11.2445,11,733.6927,90.79,130.96,18.4781,22.3364,0.998828,0.998187,1.02392804e-02,7.09585369e-03,0.800819
11.2926,11,730.5679,90.79,130.96,18.4781,22.3364,0.998833,0.998195,1.01522358e-02,7.03553258e-03,0.800819
11.3407,11,727.4695,90.79,130.96,18.4781,22.3365,0.998838,0.998203,1.00662958e-02,6.97597677e-03,0.800819
11.3888,11,724.3973,90.79,130.96,18.4781,22.3365,0.998843,0.998210,9.98144253e-03,6.91717405e-03,0.800819
11.4369,11,721.3510,90.79,130.96,18.4782,22.3365,0.998848,0.998218,9.89765782e-03,6.85911191e-03,0.800819
11.4850,11,718.3301,90.79,130.96,18.4782,22.3366,0.998853,0.998225,9.81492412e-03,6.80177805e-03,0.800819
11.5331,12,780.3649,99.03,142.84,18.4772,22.3350,0.998629,0.997879,1.15839291e-02,8.02768317e-03,0.800819
